stairs_height,stairs_width
0.16147452002965673,0.17037383893558783
0.32678575190769266,0.2908798534447785
0.3237700539603442,0.32529575189011795
0.3214466916281294,0.2895107585046133
0.3223794850529501,0.32443216818448517
0.32070474509772784,0.3094224511779544
0.3190305387825786,0.28766834130908436
0.3170105731771575,0.3305524846279412
0.3158170050752274,0.32935492569566543
0.3113199047922577,0.34754602125317874
0.1554493466100763,0.22670240818590323
0.31126747726522846,0.3498814256776118
0.15935133335747143,0.17854754153389188
0.15901794325044621,0.17164363906927022
0.16280989902597204,0.18596155541001913
0.3222773502145481,0.33059237749701637
0.32853715933910893,0.29941046389229
0.3200161988965827,0.2829401749027938
0.30240564163934236,0.3034593457959563
0.3183843268682286,0.2507632642224247
0.1141664438453683,0.1217093311235267
0.15922370149209686,0.14100303709995454
0.31380118441261845,0.23490234334931626
0.30534508481907824,0.25426898862814784
0.2990515539020841,0.25298487153609595
0.3045930579572347,0.2608387786599867
0.29458532586498815,0.29714248020306333
0.3338425531518511,0.2589542440950242
0.3027633564981739,0.2964788541219783
0.16501639404669344,0.1507058752619575
0.29697656114723214,0.3165466819409607
0.32462685731508145,0.2673942998620329
0.11876249392038975,0.11356963152477333
0.33086493695519437,0.26664852947945605
0.29857454613113626,0.2901221766925302
0.3209120643105468,0.2789711536979207
0.14832175771654868,0.170426834330816
0.3348881017831639,0.2875739143663364
0.3348881017831639,0.2875739143663364
0.11127750797305151,0.12792901894995834
0.1844060536711335,0.018026875406670473
0.21834111714065627,0.07121234165766999
0.2417057507524604,0.19328013863143045
0.2417057507524604,0.19328013863143045
0.2417057507524604,0.19328013863143045
0.2417057507524604,0.19328013863143045
0.2417057507524604,0.19328013863143045
0.2417057507524604,0.19328013863143045
0.2417057507524604,0.19328013863143045
0.2540574161822256,0.1994210175130008
0.13663445226794113,0.07767174588996867
0.27003240583820753,0.07360362616788241
0.13128781790110083,0.06054898919751095
0.13128781790110083,0.06054898919751095
0.1261410553045444,0.4252647451188849
0.20284331013824747,0.06736649056384869
0.22249605125047328,0.06573656598339228
0.2085086608138363,0.01811020011411346
0.12822102579940675,0.16827459752302487
0.24980543965836066,0.16570077242909487
0.19484054410447804,0.14796230118531123
0.2664799602966852,0.20600305801268648
0.2763596352595535,0.23461565338763735
0.1471391895412272,0.15951477426897076
0.1538461690264639,0.25973545535596615
0.3325685292428343,0.3083111250883134
0.3315878078408413,0.34518688412071064
0.3245693809784235,0.2881455587322693
0.3125828769081513,0.32276253757228035
0.313927181549919,0.3114972529817294
0.32939040189225277,0.2987132456443577
0.16930872540397954,0.19598994383925153
0.3315515782760466,0.2911290169705859
0.3304022958373548,0.33419483426583746
0.16715493997467135,0.16030338822566226
0.32372665176293464,0.34297573851841295
0.3238318914945502,0.31097528579096
0.3231303938929837,0.32602377836244867
0.1768571046086517,0.17755347491703707
0.16237675445815136,0.2771776278863788
0.32456320986654497,0.32278812178317945
0.3143220486711276,0.30247902533114657
0.31262725407763675,0.29841566863751035
0.315690022781293,0.3174086575846631
0.15726723075429608,0.2795129035053021
0.3128543430968854,0.33778662008906507
0.3152375984892332,0.3542849936629935
0.3088741975043229,0.3194447773360557
0.31509479682295044,0.32521712640001077
0.3096816589116566,0.32575282908058256
0.15723756586154333,0.1799029118196949
0.31023355859056134,0.331646394142564
0.15990298033488046,0.23401866415713546
0.15440459144913563,0.24791383534003858
0.1560994427056885,0.17109592307516658
0.31676457745364534,0.3222422705161002
